restaurant,reviewer,review,rating,metadata,time,review_count,follower_count,char_count,word_count,clean_review,tokens,lexical_diversity,repetition_ratio,adj_ratio,noun_ratio,verb_ratio,superlative_count,exclamation_count,flesch_reading_ease,neg,neu,pos,compound
Shree Santosh Dhaba Family Restaurant,Puduru Sunil Kumar,very good,5.0,"0 Reviews , 1 Follower",2018-07-27 22:14:00,0.0,1.0,9.0,2.0,very good,['good'],1.0,0.0,0.5,0.0,0.0,0.0,0.0,,0.0,0.238,0.762,0.4927
Ulavacharu,Sandeep Das,"Lovely ambience and equally lovely tasty food . Best part is the valet parking. Good variety of options of authentic food. We had starters, main course and appetisers . There is a complimentary jalebi and at the end masala pan which is a very nice gesture . Overall a very good experience",4.0,"102 Reviews , 268 Followers",2018-11-03 14:31:00,102.0,268.0,288.0,52.0,"Lovely ambience and equally lovely tasty food . Best part is the valet parking. Good variety of options of authentic food. We had starters, main course and appetisers . There is a complimentary jalebi and at the end masala pan which is a very nice gesture . Overall a very good experience","['lovely', 'ambience', 'equally', 'lovely', 'tasty', 'food', 'best', 'part', 'valet', 'parking', 'good', 'variety', 'option', 'authentic', 'food', 'starter', 'main', 'course', 'appetiser', 'complimentary', 'jalebi', 'end', 'masala', 'pan', 'nice', 'gesture', 'overall', 'good', 'experience']",0.896551724137931,0.1034482758620689,0.2,0.2909090909090909,0.0363636363636363,0.0,0.0,60.42338435374151,0.0,0.62,0.38,0.9747
Hotel Zara Hi-Fi,Kolluri Rajendra Prasad,Quality is decreasing exponentially i request you to please dont order food here why because my health got damaged very badly after eating food here.,1.0,1 Review,2019-02-16 19:03:00,1.0,,149.0,25.0,Quality is decreasing exponentially i request you to please dont order food here why because my health got damaged very badly after eating food here.,"['quality', 'decrease', 'exponentially', 'request', 'please', 'order', 'food', 'health', 'get', 'damage', 'badly', 'eat', 'food']",0.9230769230769232,0.0769230769230768,0.0,0.1481481481481481,0.1851851851851851,0.0,0.0,42.71600000000004,0.213,0.71,0.078,-0.6115
Shanghai Chef 2,Satish,Ordered sesame chilly chicken for home delivery and it was one of the worst chicken dishes I have had. Chicken was like rubber and they had added so much spices that it was almost bitter. They didn't even have the sense to send a spoon or fork and some tissues.,1.0,"5 Reviews , 3 Followers",2018-10-03 00:07:00,5.0,3.0,261.0,50.0,Ordered sesame chilly chicken for home delivery and it was one of the worst chicken dishes I have had. Chicken was like rubber and they had added so much spices that it was almost bitter. They didn't even have the sense to send a spoon or fork and some tissues.,"['ordered', 'sesame', 'chilly', 'chicken', 'home', 'delivery', 'one', 'bad', 'chicken', 'dish', 'chicken', 'like', 'rubber', 'add', 'much', 'spice', 'almost', 'bitter', 'even', 'sense', 'send', 'spoon', 'fork', 'tissue']",0.9166666666666666,0.0833333333333333,0.074074074074074,0.2222222222222222,0.0925925925925925,1.0,0.0,73.17033333333337,0.122,0.832,0.046,-0.6258
Owm Nom Nom,Raghu Alluri,Painfully Slow delivery. Exceedingly Oily and bland. Definitely not recommending it. They gave us all kinds of odd and inconsistent reasons for the delay so not satisfied by the whole experience. Sorry.,1.0,"58 Reviews , 78 Followers",2019-01-28 13:51:00,58.0,78.0,202.0,32.0,Painfully Slow delivery. Exceedingly Oily and bland. Definitely not recommending it. They gave us all kinds of odd and inconsistent reasons for the delay so not satisfied by the whole experience. Sorry.,"['painfully', 'slow', 'delivery', 'exceedingly', 'oily', 'bland', 'definitely', 'recommend', 'give', 'kind', 'odd', 'inconsistent', 'reason', 'delay', 'satisfied', 'whole', 'experience', 'sorry']",1.0,0.0,0.1891891891891892,0.1351351351351351,0.054054054054054,0.0,0.0,45.377500000000026,0.293,0.64,0.066,-0.8026
Dine O China,Naveen Kolluguri,Went to this place on a Sunday night the place is small and it was crowded. We ordered Veg wontons for starter along with veg hot and sour soup both of them were good and then for main course ordered chicken Chinese choppsuey and it was very good. They were running some promotion for cool berg drinks tried there mint flavor and it was horrible,4.0,"113 Reviews , 2788 Followers",2018-10-14 14:34:00,113.0,2788.0,345.0,65.0,Went to this place on a Sunday night the place is small and it was crowded. We ordered Veg wontons for starter along with veg hot and sour soup both of them were good and then for main course ordered chicken Chinese choppsuey and it was very good. They were running some promotion for cool berg drinks tried there mint flavor and it was horrible,"['go', 'place', 'sunday', 'night', 'place', 'small', 'crowd', 'order', 'veg', 'wonton', 'starter', 'along', 'veg', 'hot', 'sour', 'soup', 'good', 'main', 'course', 'order', 'chicken', 'chinese', 'choppsuey', 'good', 'run', 'promotion', 'cool', 'berg', 'drink', 'try', 'mint', 'flavor', 'horrible']",0.8787878787878788,0.1212121212121212,0.1343283582089552,0.2537313432835821,0.0895522388059701,0.0,0.0,76.81564102564104,0.049,0.838,0.113,0.5574
The Fisherman's Wharf,Anurag Singh Rajput,"Very slow service, it took us more than 2.5 hours just to have dinner. Totally disappointed with respect to the amount of money they are charging.",2.0,"3 Reviews , 3 Followers",2019-03-25 22:31:00,3.0,3.0,146.0,26.0,"Very slow service, it took us more than 2.5 hours just to have dinner. Totally disappointed with respect to the amount of money they are charging.","['slow', 'service', 'take', '2.5', 'hour', 'dinner', 'totally', 'disappoint', 'respect', 'amount', 'money', 'charge']",1.0,0.0,0.0689655172413793,0.2068965517241379,0.1379310344827586,0.0,0.0,71.13833333333336,0.11,0.78,0.109,-0.0076
Biryanis And More,Debjit Hazra,"The biryani here I found very delicious but needs more improvement in taste. All spices were blended and mixed well, but one thing they used a lot of spices that could probably disturb the taste",3.0,"6 Reviews , 3 Followers",2019-04-29 16:52:00,6.0,3.0,194.0,35.0,"The biryani here I found very delicious but needs more improvement in taste. All spices were blended and mixed well, but one thing they used a lot of spices that could probably disturb the taste","['biryani', 'find', 'delicious', 'need', 'improvement', 'taste', 'spice', 'blend', 'mixed', 'well', 'one', 'thing', 'use', 'lot', 'spice', 'could', 'probably', 'disturb', 'taste']",0.8947368421052632,0.1052631578947368,0.081081081081081,0.2432432432432432,0.1351351351351351,0.0,0.0,77.8839285714286,0.084,0.688,0.228,0.7215
Dine O China,Siri Sha,dint taste good at all... had food in dine o China before and was very impressed with the food.. but the ordered food tasted like roadside Chinese noodles...,2.0,1 Review,2018-07-20 20:52:00,1.0,,157.0,28.0,dint taste good at all... had food in dine o China before and was very impressed with the food.. but the ordered food tasted like roadside Chinese noodles...,"['dint', 'taste', 'good', 'food', 'dine', 'china', 'impressed', 'food', 'order', 'food', 'taste', 'like', 'roadside', 'chinese', 'noodle']",0.8,0.1999999999999999,0.1290322580645161,0.2903225806451613,0.0967741935483871,0.0,0.0,85.56880952380955,0.0,0.764,0.236,0.7504
Over The Moon Brew Company,Vamsi Prathya,"This is good place to hangout, Hospitality of this restaurant is very good. Went to this place with bunch of friends had a great time and good 🍻",4.0,"29 Reviews , 51 Followers",2019-05-13 20:19:00,29.0,51.0,144.0,28.0,"This is good place to hangout, Hospitality of this restaurant is very good. Went to this place with bunch of friends had a great time and good","['good', 'place', 'hangout', 'hospitality', 'restaurant', 'good', 'go', 'place', 'bunch', 'friend', 'great', 'time', 'good']",0.7692307692307693,0.2307692307692307,0.1379310344827586,0.2413793103448276,0.1034482758620689,0.0,0.0,83.46583333333336,0.0,0.569,0.431,0.9423
"3B's - Buddies, Bar & Barbecue",Adithya Boyapati,"Friendly and responsive..well behaved. Govind has made ur meal very friendly..this kind of behavior is always encouraged. Nice ambience,nice food, nice starters, stone ice cream is too nice.",5.0,"10 Reviews , 11 Followers",2019-05-10 15:44:00,10.0,11.0,190.0,28.0,"Friendly and responsive..well behaved. Govind has made ur meal very friendly..this kind of behavior is always encouraged. Nice ambience,nice food, nice starters, stone ice cream is too nice.","['friendly', 'responsive', 'well', 'behave', 'govind', 'make', 'ur', 'meal', 'friendly', 'kind', 'behavior', 'always', 'encourage', 'nice', 'ambience', 'nice', 'food', 'nice', 'starter', 'stone', 'ice', 'cream', 'nice']",0.8260869565217391,0.1739130434782608,0.1794871794871795,0.2564102564102564,0.1025641025641025,0.0,0.0,72.83000000000003,0.0,0.62,0.38,0.9201
Faasos,Siddhesh Patil,"Ordered pizza wrap with offer BOGO. Seemed like they splited one wrap into two. No sauces were added. Never had this bad experience with fasoos before. Surely there quality has degraded. One suggestion for fasoos - if you can not afford to provide offers to your customers, please do not. Stop fooling your customers.",1.0,"3 Reviews , 4 Followers",2018-07-13 01:45:00,3.0,4.0,317.0,54.0,"Ordered pizza wrap with offer BOGO. Seemed like they splited one wrap into two. No sauces were added. Never had this bad experience with fasoos before. Surely there quality has degraded. One suggestion for fasoos - if you can not afford to provide offers to your customers, please do not. Stop fooling your customers.","['ordered', 'pizza', 'wrap', 'offer', 'bogo', 'seem', 'like', 'split', 'one', 'wrap', 'two', 'sauce', 'add', 'never', 'bad', 'experience', 'fasoo', 'surely', 'quality', 'degrade', 'one', 'suggestion', 'fasoo', 'afford', 'provide', 'offer', 'customer', 'please', 'stop', 'fool', 'customer']",0.8387096774193549,0.1612903225806451,0.032258064516129,0.1935483870967742,0.1935483870967742,0.0,0.0,66.6632075471698,0.138,0.682,0.18,0.183
Biryanis And More,Reddy Prasad,test is good,5.0,2 Reviews,2018-07-20 21:33:00,2.0,,12.0,3.0,test is good,"['test', 'good']",1.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,,0.0,0.408,0.592,0.4404
Feast - Sheraton Hyderabad Hotel,Durga Prasad Pradhan,Food was really good. Pasta and the deserts were really good. Would like to see more variations in the menu. Few more live counters could incresae the variation.,5.0,"3 Reviews , 36 Followers",2019-01-16 22:23:00,3.0,36.0,161.0,28.0,Food was really good. Pasta and the deserts were really good. Would like to see more variations in the menu. Few more live counters could incresae the variation.,"['food', 'really', 'good', 'pasta', 'desert', 'really', 'good', 'would', 'like', 'see', 'variation', 'menu', 'live', 'counter', 'could', 'incresae', 'variation']",0.8235294117647058,0.1764705882352941,0.1875,0.21875,0.09375,0.0,0.0,72.83000000000003,0.0,0.732,0.268,0.8462
Deli 9 Bistro,Ria Sur,Really love the food. Itiqliand english food are awesome. I would really suggest people who are taking a break from traditional courses to reallt try out this place.,4.0,"19 Reviews , 21 Followers",2018-10-09 16:29:00,19.0,21.0,165.0,28.0,Really love the food. Itiqliand english food are awesome. I would really suggest people who are taking a break from traditional courses to reallt try out this place.,"['really', 'love', 'food', 'itiqliand', 'english', 'food', 'awesome', 'would', 'really', 'suggest', 'people', 'take', 'break', 'traditional', 'course', 'reallt', 'try', 'place']",0.8888888888888888,0.1111111111111111,0.0967741935483871,0.2258064516129032,0.1290322580645161,0.0,0.0,76.50452380952383,0.0,0.736,0.264,0.8622
PourHouse7,Infracom IIMK,It's good place to visit. Pradhan was serving us. He was polite and friendly. Had a good time. Like to visit again at night for checking out.,5.0,"1 Review , 2 Followers",2019-04-11 07:06:00,1.0,2.0,141.0,27.0,It's good place to visit. Pradhan was serving us. He was polite and friendly. Had a good time. Like to visit again at night for checking out.,"['good', 'place', 'visit', 'pradhan', 'serve', 'polite', 'friendly', 'good', 'time', 'like', 'visit', 'night', 'check']",0.8461538461538461,0.1538461538461538,0.1212121212121212,0.1212121212121212,0.1515151515151515,0.0,0.0,91.68733333333336,0.0,0.657,0.343,0.8885
The Fisherman's Wharf,Amrita Sinha,Kiran and Shiraz were sooper host..always smiling and on toes...Good recommendation for food based on our taste....so a big thumbs up!!!! Thanks Parijat for accommodating us at the spot we requested for on a weekend...Thanks a lot !!!,5.0,"3 Reviews , 4 Followers",2019-03-23 23:34:00,3.0,4.0,234.0,38.0,Kiran and Shiraz were sooper host..always smiling and on toes...Good recommendation for food based on our taste....so a big thumbs up!!!! Thanks Parijat for accommodating us at the spot we requested for on a weekend...Thanks a lot !!!,"['kiran', 'shiraz', 'sooper', 'host', 'always', 'smile', 'toe', 'good', 'recommendation', 'food', 'base', 'taste', 'big', 'thumb', 'thank', 'parijat', 'accommodate', 'spot', 'request', 'weekend', 'thank', 'lot']",0.9545454545454546,0.0454545454545454,0.0576923076923076,0.2692307692307692,0.0769230769230769,0.0,7.0,67.95961711711715,0.0,0.824,0.176,0.7946
Chinese Pavilion,Shilpa,"One of the finest in chinese restaurants. This is a perfect blend of a silent quiet dinner ambience with great food. Wait till the end to try the desert, thats the show stealer.. 🍜",4.5,"1 Review , 56 Followers",2017-02-26 00:57:00,1.0,56.0,180.0,34.0,"One of the finest in chinese restaurants. This is a perfect blend of a silent quiet dinner ambience with great food. Wait till the end to try the desert, thats the show stealer..","['one', 'fine', 'chinese', 'restaurant', 'perfect', 'blend', 'silent', 'quiet', 'dinner', 'ambience', 'great', 'food', 'wait', 'till', 'end', 'try', 'desert', 'show', 'stealer']",1.0,0.0,0.1578947368421052,0.2368421052631578,0.0789473684210526,1.0,0.0,80.30636363636367,,,,
Urban Asia - Kitchen & Bar,Ritam Das,Awesome food and very good staff.. well behaviour... Specialy thanks to Mr. Sk. Alauddin he take care us very well.. thanks u buddy. . And Ur management.... Cheers up buddy...thanks u... Good pan Asian food...,5.0,"2 Reviews , 61 Followers",2018-12-13 23:07:00,2.0,61.0,209.0,35.0,Awesome food and very good staff.. well behaviour... Specialy thanks to Mr. Sk. Alauddin he take care us very well.. thanks u buddy. . And Ur management.... Cheers up buddy...thanks u... Good pan Asian food...,"['awesome', 'food', 'good', 'staff', 'well', 'behaviour', 'specialy', 'thank', 'mr.', 'sk', 'alauddin', 'take', 'care', 'well', 'thank', 'u', 'buddy', 'ur', 'management', 'cheer', 'buddy', 'thank', 'u', 'good', 'pan', 'asian', 'food']",0.7407407407407407,0.2592592592592593,0.1111111111111111,0.4,0.0222222222222222,0.0,0.0,84.9579411764706,0.0,0.503,0.497,0.974
Delhi-39,Ankit Singh Panwar,tasty food,4.0,"3 Reviews , 4 Followers",2018-05-20 12:58:00,3.0,4.0,10.0,2.0,tasty food,"['tasty', 'food']",1.0,0.0,0.5,0.5,0.0,0.0,0.0,,0.0,1.0,0.0,0.0
Chinese Pavilion,Sushil Pandey,"The place is very well set up with Chinese decor and comfortable seating. Everything on the menu isn't great but few things are exceptionally good. Crispy Mushroom is a must try and for sure will be a delight for the vegetarians.
I tried the American chopseuy and will not be recommending that to anyone, tastes really bad and the quality of ingredients used is just not good. Although the service staff was very courteous and welcoming, also they extended their timings for us, but food part needs to be worked upon.",4.0,"53 Reviews , 273 Followers",2018-06-02 15:52:00,53.0,273.0,517.0,91.0,"The place is very well set up with Chinese decor and comfortable seating. Everything on the menu isn't great but few things are exceptionally good. Crispy Mushroom is a must try and for sure will be a delight for the vegetarians. I tried the American chopseuy and will not be recommending that to anyone, tastes really bad and the quality of ingredients used is just not good. Although the service staff was very courteous and welcoming, also they extended their timings for us, but food part needs to be worked upon.","['place', 'well', 'set', 'chinese', 'decor', 'comfortable', 'seating', 'everything', 'menu', 'great', 'thing', 'exceptionally', 'good', 'crispy', 'mushroom', 'must', 'try', 'sure', 'delight', 'vegetarian', 'try', 'american', 'chopseuy', 'recommend', 'anyone', 'taste', 'really', 'bad', 'quality', 'ingredient', 'use', 'good', 'although', 'service', 'staff', 'courteous', 'welcoming', 'also', 'extend', 'timing', 'food', 'part', 'need', 'work', 'upon']",0.9555555555555556,0.0444444444444444,0.11,0.17,0.09,0.0,0.0,59.13782417582422,0.069,0.845,0.086,0.3164
B-Dubs,Pardhu Ganesh,"The food was good, the environment is pleasant to freak out. After long time I played my favourite game Teklen7. Thanks to Bdubs a nice place",5.0,1 Review,2019-04-30 15:21:00,1.0,,141.0,26.0,"The food was good, the environment is pleasant to freak out. After long time I played my favourite game Teklen7. Thanks to Bdubs a nice place","['food', 'good', 'environment', 'pleasant', 'freak', 'long', 'time', 'play', 'favourite', 'game', 'teklen7', 'thank', 'bdub', 'nice', 'place']",1.0,0.0,0.1724137931034483,0.2758620689655172,0.0689655172413793,0.0,0.0,93.91525641025645,0.082,0.511,0.406,0.886
Ulavacharu,Himagiri Rao Kuna,Very very bad sooo waste taste less dont take order online.Very very bad sooo waste taste less dont take order online. Very very bad sooo waste taste less dont take order online,1.0,"2 Reviews , 1 Follower",2019-01-28 22:02:00,2.0,1.0,177.0,32.0,Very very bad sooo waste taste less dont take order online.Very very bad sooo waste taste less dont take order online. Very very bad sooo waste taste less dont take order online,"['bad', 'sooo', 'waste', 'taste', 'less', 'take', 'order', 'online', 'bad', 'sooo', 'waste', 'taste', 'less', 'take', 'order', 'online', 'bad', 'sooo', 'waste', 'taste', 'less', 'take', 'order', 'online']",0.3333333333333333,0.6666666666666667,0.1578947368421052,0.2368421052631578,0.0789473684210526,0.0,0.0,77.03958333333337,0.452,0.548,0.0,-0.9698
Desi Bytes,Manish Singh,"extremely pathetic and third class service. no cleanliness. ordere simple noodle, after waiting one hour waiter comes and tell he forgot. will never ever go again and recommend not to go. this place should be closed.",1.0,"4 Reviews , 16 Followers",2018-09-15 23:52:00,4.0,16.0,216.0,36.0,"extremely pathetic and third class service. no cleanliness. ordere simple noodle, after waiting one hour waiter comes and tell he forgot. will never ever go again and recommend not to go. this place should be closed.","['extremely', 'pathetic', 'third', 'class', 'service', 'cleanliness', 'ordere', 'simple', 'noodle', 'wait', 'one', 'hour', 'waiter', 'come', 'tell', 'forget', 'never', 'ever', 'go', 'recommend', 'go', 'place', 'close']",0.9565217391304348,0.0434782608695651,0.0952380952380952,0.1666666666666666,0.1904761904761904,0.0,0.0,66.10000000000002,0.0,1.0,0.0,0.0
Mathura Vilas,Shilpi Jain,"This is a simple place to dine out. Casual sitting with apt lighting. There Thali and al- karte both are equally good and but prices are on a little higher side specially breads.

Service is fine. Good for pure vegetarians",3.0,"46 Reviews , 139 Followers",2019-01-07 16:55:00,46.0,139.0,222.0,40.0,This is a simple place to dine out. Casual sitting with apt lighting. There Thali and al- karte both are equally good and but prices are on a little higher side specially breads. Service is fine. Good for pure vegetarians,"['simple', 'place', 'dine', 'casual', 'sit', 'apt', 'lighting', 'thali', 'al-', 'karte', 'equally', 'good', 'price', 'little', 'high', 'side', 'specially', 'bread', 'service', 'fine', 'good', 'pure', 'vegetarian']",0.9565217391304348,0.0434782608695651,0.2045454545454545,0.2045454545454545,0.0454545454545454,0.0,0.0,78.16000000000001,0.0,0.783,0.217,0.8126
Chinese Pavilion,Sakshi Singh,"I have been here like 3-4 times and have tried Dragon Chicken, Schezwan chicken noodles , chicken soup, spring rolls...Out of all these Schezwan Chicken noodles is my favourite..
Must say one of the best place to have Chinese food in city.

The ambience is good , but one can face problem with the parking as there is very less space outside the restaurant,but otherwise it's good.",4.0,"52 Reviews , 179 Followers",2017-07-06 23:06:00,52.0,179.0,381.0,67.0,"I have been here like 3-4 times and have tried Dragon Chicken, Schezwan chicken noodles , chicken soup, spring rolls...Out of all these Schezwan Chicken noodles is my favourite.. Must say one of the best place to have Chinese food in city. The ambience is good , but one can face problem with the parking as there is very less space outside the restaurant,but otherwise it's good.","['like', '3', '4', 'time', 'try', 'dragon', 'chicken', 'schezwan', 'chicken', 'noodle', 'chicken', 'soup', 'spring', 'roll', 'schezwan', 'chicken', 'noodle', 'favourite', 'must', 'say', 'one', 'good', 'place', 'chinese', 'food', 'city', 'ambience', 'good', 'one', 'face', 'problem', 'parking', 'less', 'space', 'outside', 'restaurant', 'otherwise', 'good']",0.7894736842105263,0.2105263157894736,0.0759493670886076,0.2658227848101265,0.0632911392405063,1.0,0.0,79.71048076923078,0.0,0.793,0.207,0.9612
Pakwaan Grand,Rama,delivery on time,5.0,2 Reviews,2018-11-07 21:07:00,2.0,,16.0,3.0,delivery on time,"['delivery', 'time']",1.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,,0.0,1.0,0.0,0.0
Al Saba Restaurant,Koppisetti Nageswararao,Good job,5.0,1 Review,2018-06-08 12:42:00,1.0,,8.0,2.0,Good job,"['good', 'job']",1.0,0.0,0.5,0.5,0.0,0.0,0.0,,0.0,0.256,0.744,0.4404
Komatose - Holiday Inn Express & Suites,Gaurav Agarwal,"For vegetarians,
I feel place is definitely overrated. Not much options available. Taste is kind of ok, not great definitely. Price don't go well with the food.
I doubt Zomato ratings seriously.",2.0,"7 Reviews , 8 Followers",2018-04-20 15:07:00,7.0,8.0,194.0,32.0,"For vegetarians, I feel place is definitely overrated. Not much options available. Taste is kind of ok, not great definitely. Price don't go well with the food. I doubt Zomato ratings seriously.","['vegetarian', 'feel', 'place', 'definitely', 'overrate', 'much', 'option', 'available', 'taste', 'kind', 'ok', 'great', 'definitely', 'price', 'go', 'well', 'food', 'doubt', 'zomato', 'rating', 'seriously']",0.9523809523809524,0.0476190476190476,0.1,0.2,0.1,0.0,0.0,54.93275,0.235,0.581,0.184,-0.2502
Domino's Pizza,Saaket,the pizza was cold,1.0,3 Reviews,2018-07-22 22:59:00,3.0,,18.0,4.0,the pizza was cold,"['pizza', 'cold']",1.0,0.0,0.25,0.25,0.0,0.0,0.0,97.025,0.0,0.0,1.0,0.4404
Shah Ghouse Hotel & Restaurant,Avin Seth,"The place to have one of the best Biryani’s in hyderabad. Chicken and mutton biryani are both awesome. The food is hygenic and well cooked. Chicken 65 and chicken biryani are a must try. Veg starters are also taste worthy and relished at time.

Cheers Rakshita Nath",4.0,"197 Reviews , 1383 Followers",2019-05-16 12:29:00,197.0,1383.0,265.0,47.0,The place to have one of the best Biryanis in hyderabad. Chicken and mutton biryani are both awesome. The food is hygenic and well cooked. Chicken 65 and chicken biryani are a must try. Veg starters are also taste worthy and relished at time. Cheers Rakshita Nath,"['place', 'one', 'good', 'biryanis', 'hyderabad', 'chicken', 'mutton', 'biryani', 'awesome', 'food', 'hygenic', 'well', 'cook', 'chicken', '65', 'chicken', 'biryani', 'must', 'try', 'veg', 'starter', 'also', 'taste', 'worthy', 'relish', 'time', 'cheers', 'rakshita', 'nath']",0.896551724137931,0.1034482758620689,0.0769230769230769,0.3076923076923077,0.0961538461538461,1.0,0.0,85.4841666666667,0.0,0.714,0.286,0.9468
Mustang Terrace Lounge,Shravan Punna,"It's a good place with awesome ambience and a wide variety of dishes to choose from. We booked a terrace lounge for our team out and have spent good time. The staff are courteous and the service is faster than expected. Would love to go again here. Pros: Ambience, Food, Alcohol, Service.",4.0,"8 Reviews , 3 Followers",2019-03-01 12:31:00,8.0,3.0,288.0,52.0,"It's a good place with awesome ambience and a wide variety of dishes to choose from. We booked a terrace lounge for our team out and have spent good time. The staff are courteous and the service is faster than expected. Would love to go again here. Pros: Ambience, Food, Alcohol, Service.","['good', 'place', 'awesome', 'ambience', 'wide', 'variety', 'dish', 'choose', 'book', 'terrace', 'lounge', 'team', 'spend', 'good', 'time', 'staff', 'courteous', 'service', 'fast', 'expect', 'would', 'love', 'go', 'pro', 'ambience', 'food', 'alcohol', 'service']",0.8928571428571429,0.1071428571428571,0.0967741935483871,0.2419354838709677,0.0967741935483871,0.0,0.0,77.51361538461539,0.0,0.717,0.283,0.9545
Ulavacharu,Darshana Krishnadas,"A lot of people suggested this place for some real spicy food. Had been there twice and in fact the first time I went there I knew that whenever I have guests at home I need to bring them here. Nicely done interiors - the antique door and the idol at the entrance, very beautiful and welcoming.
Coming the food this tile we we're welcomed with some ghee Mysore pak (yummy). The staff is really helpful in giving suggestions so we ordered a chicken, fish and mutton biryani /pulao. Delicious , full of masalas and tasty. Nothing to complain about the food. Bamboo chicken was the star dish , it just melts in your mouth.
So it's a place for some really fine dining. On Fridays and weekends do make a reservation, the have some crazy waiting .
Definitely recommended.",5.0,"21 Reviews , 17 Followers",2019-03-06 03:18:00,21.0,17.0,765.0,140.0,"A lot of people suggested this place for some real spicy food. Had been there twice and in fact the first time I went there I knew that whenever I have guests at home I need to bring them here. Nicely done interiors - the antique door and the idol at the entrance, very beautiful and welcoming. Coming the food this tile we we're welcomed with some ghee Mysore pak (yummy). The staff is really helpful in giving suggestions so we ordered a chicken, fish and mutton biryani /pulao. Delicious , full of masalas and tasty. Nothing to complain about the food. Bamboo chicken was the star dish , it just melts in your mouth. So it's a place for some really fine dining. On Fridays and weekends do make a reservation, the have some crazy waiting . Definitely recommended.","['lot', 'people', 'suggest', 'place', 'real', 'spicy', 'food', 'twice', 'fact', 'first', 'time', 'go', 'know', 'whenever', 'guest', 'home', 'need', 'bring', 'nicely', 'interior', 'antique', 'door', 'idol', 'entrance', 'beautiful', 'welcoming', 'come', 'food', 'tile', 'welcome', 'ghee', 'mysore', 'pak', 'yummy', 'staff', 'really', 'helpful', 'give', 'suggestion', 'order', 'chicken', 'fish', 'mutton', 'biryani', '/pulao', 'delicious', 'full', 'masala', 'tasty', 'nothing', 'complain', 'food', 'bamboo', 'chicken', 'star', 'dish', 'melt', 'mouth', 'place', 'really', 'fine', 'dining', 'fridays', 'weekend', 'make', 'reservation', 'crazy', 'waiting', 'definitely', 'recommend']",0.9285714285714286,0.0714285714285714,0.0636942675159235,0.2484076433121019,0.1019108280254777,0.0,0.0,75.46188235294119,0.016,0.777,0.207,0.9786
Mathura Vilas,Madhav Bhartia,"#Food was #good with right mix of #spices. We went in a group of 6. As soon as we entered they offered #seats and welcomed us. We had two kids with us they gave complimentary #ice #creams for them. It helped us making kids busy while we decided on the menu. Menu had a good #vegetarian variety (we were looking for veg food). We ordered #north #indian #thali, which was yummy. It covered a good mix of curries.

Overall food is good. Just have to be a bit patient as I felt they were slow on service after ordering food (it may be because it had a parallel birthday party going on and was a bit crowded.",5.0,"14 Reviews , 36 Followers",2019-01-03 23:33:00,14.0,36.0,603.0,117.0,"#Food was #good with right mix of #spices. We went in a group of 6. As soon as we entered they offered #seats and welcomed us. We had two kids with us they gave complimentary #ice #creams for them. It helped us making kids busy while we decided on the menu. Menu had a good #vegetarian variety (we were looking for veg food). We ordered #north #indian #thali, which was yummy. It covered a good mix of curries. Overall food is good. Just have to be a bit patient as I felt they were slow on service after ordering food (it may be because it had a parallel birthday party going on and was a bit crowded.","['food', 'good', 'right', 'mix', 'spice', 'go', 'group', '6', 'soon', 'enter', 'offer', 'seat', 'welcome', 'two', 'kid', 'give', 'complimentary', 'ice', 'cream', 'help', 'make', 'kid', 'busy', 'decide', 'menu', 'menu', 'good', 'vegetarian', 'variety', 'look', 'veg', 'food', 'order', 'north', 'indian', 'thali', 'yummy', 'cover', 'good', 'mix', 'curry', 'overall', 'food', 'good', 'bit', 'patient', 'feel', 'slow', 'service', 'order', 'food', 'may', 'parallel', 'birthday', 'party', 'go', 'bit', 'crowded']",0.7931034482758621,0.2068965517241379,0.0992907801418439,0.1843971631205673,0.1276595744680851,0.0,0.0,79.99026923076926,0.0,0.837,0.163,0.959
GD's,Hakaru Talang,sandwich was nice,5.0,"7 Reviews , 2 Followers",2018-11-29 23:46:00,7.0,2.0,17.0,3.0,sandwich was nice,"['sandwich', 'nice']",1.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,,0.0,0.417,0.583,0.4215
Club Rogue,Vishnu Bharadwaj,"The manager was unprofessional and asked us to leave abruptly and called bouncers upon us. The ethics, courtesy and reception were very bad.",1.0,"1 Review , 1 Follower",2019-03-24 19:20:00,1.0,1.0,140.0,23.0,"The manager was unprofessional and asked us to leave abruptly and called bouncers upon us. The ethics, courtesy and reception were very bad.","['manager', 'unprofessional', 'ask', 'leave', 'abruptly', 'call', 'bouncer', 'upon', 'ethic', 'courtesy', 'reception', 'bad']",1.0,0.0,0.0769230769230769,0.1923076923076923,0.1153846153846153,0.0,0.0,51.71032608695654,0.278,0.638,0.084,-0.6997
